Name,logfc,avgexp,pointsize,adjpval,Original Color,Original Hovinfo,Original Opaq,UpColor_2500vTn1phoAT,UpHovinfo_2500vTn1phoAT,UpOpaq_2500vTn1phoAT,UpColor_2500vTn1phoATcomp,UpHovinfo_2500vTn1phoATcomp,UpOpaq_2500vTn1phoATcomp,UpColor_2500vTn1phoATrevert,UpHovinfo_2500vTn1phoATrevert,UpOpaq_2500vTn1phoATrevert,UpColor_2500vTn15,UpHovinfo_2500vTn15,UpOpaq_2500vTn15,UpColor_2500vTn17lppzplppz,UpHovinfo_2500vTn17lppzplppz,UpOpaq_2500vTn17lppzplppz,UpColor_2500vTn17lppz,UpHovinfo_2500vTn17lppz,UpOpaq_2500vTn17lppz,UpColor_2500vTn19pykppyk,UpHovinfo_2500vTn19pykppyk,UpOpaq_2500vTn19pykppyk,UpColor_2500vTn19pyk,UpHovinfo_2500vTn19pyk,UpOpaq_2500vTn19pyk,DownColor_2500vTn1phoAT,DownHovinfo_2500vTn1phoAT,DownOpaq_2500vTn1phoAT,DownColor_2500vTn1phoATcomp,DownHovinfo_2500vTn1phoATcomp,DownOpaq_2500vTn1phoATcomp,DownColor_2500vTn1phoATrevert,DownHovinfo_2500vTn1phoATrevert,DownOpaq_2500vTn1phoATrevert,DownColor_2500vTn15,DownHovinfo_2500vTn15,DownOpaq_2500vTn15,DownColor_2500vTn17lppzplppz,DownHovinfo_2500vTn17lppzplppz,DownOpaq_2500vTn17lppzplppz,DownColor_2500vTn17lppz,DownHovinfo_2500vTn17lppz,DownOpaq_2500vTn17lppz,DownColor_2500vTn19pykppyk,DownHovinfo_2500vTn19pykppyk,DownOpaq_2500vTn19pykppyk,DownColor_2500vTn19pyk,DownHovinfo_2500vTn19pyk,DownOpaq_2500vTn19pyk
NP_214561.1<br><b><br></b>,-0.722075046404809,8.41236525763937,2,0.000140862419663,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214570.1<br><b><br></b>,-0.719026996726539,8.23442421926253,2,0.000194239707834,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214577.1<br><b><br></b>,0.557021227993438,9.11091585193066,2,0.000562858035699,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214644.1<br><b><br></b>,0.092685386944627,6.89686621643333,2,0.598850249332473,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214646.1<br><b><br></b>,-0.45777835348839,3.38055265345604,2,0.275845171858711,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214647.1<br><b><br></b>,-0.344115033836494,3.51416374374239,2,0.29690935737279,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214650.1<br><b><br></b>,0.010670500123837,5.99822810846224,2,0.95623960179559,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214661.1<br><b><br></b>,-0.260404627977943,9.55025342656441,2,0.049922710314282,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214675.1<br><b><br></b>,-0.302629093513338,4.42906420655151,2,0.237495775881743,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214681.1<br><b><br></b>,0.113748444625517,5.64316998330214,2,0.645973417561119,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214704.1<br><b><br></b>,0.22201317209515,6.29459967666166,2,0.194149432845398,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214713.1<br><b><br></b>,-0.178266379124871,4.26218088014717,2,0.569399841467773,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214721.1<br><b><br></b>,0.464830515666526,10.0709293844291,2,0.000820216207795,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214735.1<br><b><br></b>,0.242087180383855,9.45732043924003,2,0.047634774189372,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214736.1<br><b><br></b>,-0.788692760704642,7.46221731657803,2,0.000390646594979,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214745.1<br><b><br></b>,-0.048502653398974,5.77035250925903,2,0.847656904256598,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214761.1<br><b><br></b>,-0.22804614572374,9.02033417181605,2,0.10224128325792,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214788.1<br><b><br></b>,0.523120207586204,7.01956281121234,2,0.009832996847772,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214801.1<br><b><br></b>,0.851763314112956,8.52980609295409,2,6.01608659841674E-05,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214823.1<br><b><br></b>,-0.058212857074226,9.22430288578397,2,0.725290125258476,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214835.1<br><b><br></b>,0.943252803659068,7.35704244966786,2,0.000256310669761,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214847.1<br><b><br></b>,-0.754070653318837,6.16991373205114,2,0.019183696317848,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214851.1<br><b><br></b>,0.244542260410039,10.0463867711032,2,0.040491512272805,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214871.1<br><b><br></b>,0.472823727238004,6.63947620984835,2,0.035069974506559,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214899.1<br><b><br></b>,-0.922167653818745,4.65844214459031,2,0.002613033464821,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214943.1<br><b><br></b>,-0.008426361681049,5.36101268078082,2,0.972810146970164,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214947.1<br><b><br></b>,0.060796914578941,6.60481798462405,2,0.738023324297349,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214953.1<br><b><br></b>,-0.484907566880679,5.09359971958631,2,0.047683801868362,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214969.1<br><b><br></b>,-0.177864660614926,10.7339200235979,2,0.193325711974874,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214972.1<br><b><br></b>,-0.16833451104932,10.2578757906207,2,0.253212064904552,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214989.1<br><b><br></b>,-0.471274363708602,6.88329790685674,2,0.010052023166738,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214990.1<br><b><br></b>,-0.096892477159034,5.67727175104689,2,0.680782085837023,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214994.2<br><b><br></b>,-0.961259358936152,6.77022343140103,2,0.000195082406299,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_214996.1<br><b><br></b>,-0.835845382994901,3.49161628608418,2,0.024109560598443,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215004.1<br><b><br></b>,0.323752425819533,9.54105607954574,2,0.013305670880844,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215010.3<br><b><br></b>,-0.691003602860271,6.74508583477168,2,0.000857016368292,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215017.1<br><b><br></b>,0.75618994194526,10.8616615931253,2,0.001307698260349,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215066.1<br><b><br></b>,0.397636936597185,4.75310882085918,2,0.114070056222766,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215069.1<br><b><br></b>,-0.361227140710653,6.63170575154251,2,0.038870551576831,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215076.1<br><b><br></b>,-0.116017072520052,5.67599590552355,2,0.643925239264454,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215078.1<br><b><br></b>,0.391329087468534,7.66776552218876,2,0.021037649119434,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215099.1<br><b><br></b>,-0.03040332817594,6.34556385299395,2,0.861036543449453,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215140.1<br><b><br></b>,0.495689821383136,5.99923283741886,2,0.011989188396003,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215141.1<br><b><br></b>,0.889422240240306,6.3484532883044,2,0.001361044386821,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215146.1<br><b><br></b>,0.055029435912194,6.36344401111316,2,0.810935090660522,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215148.1<br><b><br></b>,-0.056461905499035,6.01508051901411,2,0.764366167736974,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215181.1<br><b><br></b>,-0.353851557701173,12.5102689786024,2,0.003072007816526,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215186.1<br><b><br></b>,-0.328400283454438,7.52171847287889,2,0.044638018932841,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215200.1<br><b><br></b>,0.8916205846503,8.44233067973495,2,9.49604073869313E-05,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215230.1<br><b><br></b>,-0.957642312705955,8.8268744445026,2,2.87172508979231E-05,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215323.1<br><b><br></b>,0.549535671350473,10.246593819524,2,0.000667396081079,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215330.1<br><b><br></b>,-0.388435840970505,8.67308503182227,2,0.007252221550123,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215340.1<br><b><br></b>,0.199874094090776,6.15279844974392,2,0.288064599826846,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215366.1<br><b><br></b>,0.16694940647976,6.51252327717659,2,0.377671981121818,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215369.1<br><b><br></b>,-0.044684982626126,6.49293920372073,2,0.799992920784934,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215370.1<br><b><br></b>,0.556190364765169,6.99052729049985,2,0.001949095811165,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215380.1<br><b><br></b>,-0.057913886477397,6.52093397586188,2,0.791136133301928,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215388.1<br><b><br></b>,-0.529213741006453,7.47221747149171,2,0.002067829271503,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215395.1<br><b><br></b>,0.220825779493059,4.38900079838189,2,0.4072836373588,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215417.1<br><b><br></b>,0.590042499447521,7.27628660740572,2,0.001576932272072,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215419.1<br><b><br></b>,-0.597293228700154,4.73159773021408,2,0.122954743081949,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215455.1<br><b><br></b>,0.36326288907859,5.73671498344925,2,0.06704833171915,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215471.1<br><b><br></b>,-0.262637454898725,3.8421900279061,2,0.436300490580503,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215490.1<br><b><br></b>,0.073882452755266,5.22411452058965,2,0.74548416376085,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215525.1<br><b><br></b>,-0.134899680692331,7.00005125637144,2,0.420036890393601,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215527.1<br><b><br></b>,-0.044157373132937,7.20937178332124,2,0.7900181413146,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215529.1<br><b><br></b>,0.407842470867916,8.88642714064975,2,0.00970088911388,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215530.1<br><b><br></b>,-0.223962385355361,5.55910893388495,2,0.267757379816869,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215535.1<br><b><br></b>,-0.008990886853786,8.41754100123191,2,0.951062545362987,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215542.1<br><b><br></b>,0.013247804665465,5.63154190060333,2,0.961215388096506,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215543.1<br><b><br></b>,0.067164563439902,5.62387146430577,2,0.74548416376085,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
NP_215549.1<br><b><br></b>,-0.947716720927296,8.72352036092886,2,2.44056530935067E-05,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4,black,none,0.4
